Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Tipo de Atividade;Natureza Jurídica;Línguas;Especialidades
RIEDEL & NALESSO LTDA;PARATI RESTAURANTE;00.873.517/0001-95;MICROEMPRESA;19/10/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;18206-420;SP;Itapetininga;Vila Nastri;Carlos Alberto Rodrigues Tibagy; - ;(15)3271-0246;PARATIRESTAURANTE@gmail.com;PARATIRESTAURANTE@gmail.com; - ;18/11/2016 10:56:52;18/11/2018 00:00:00;00.873.517/0001-95;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
A JOAQUIM MACHADO EUGENIO - ME;ENCANTOS DO VELHO CHICO;00.877.260/0001-40;MICROEMPRESA;26/10/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;57210-000;AL;Piaçabuçu; - ;Sem Logradouro; - ;(82)9983-7522;joaquimeugenio1@hotmail.com;joaquimeugenio1@hotmail.com; - ;30/10/2017 13:21:44;30/10/2019 00:00:00;00.877.260/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
ANTONIO JOSE DE ALMEIDA O GOIANO;LANCHONETE ZE PRETINHO;00.900.578/0001-02;MICROEMPRESA;31/10/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;75660-000;GO;Buriti Alegre; - ;Sem Logradouro; - ;(64)3444-2001;lanchonetezepretinho@hotmail.com;lanchonetezepretinho@hotmail.com; - ;19/12/2017 08:59:07;19/12/2019 00:00:00;00.900.578/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
SORVETERIA ERECHIM LTDA;SORVETERIA EREXIM;00.926.597/0001-08;MICROEMPRESA;24/11/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;95595-000;RS;Cidreira; - ;Sem Logradouro; - ;(51)3681-2418;bufettdesorvetes@erexim.com.br;bufettdesorvetes@erexim.com.br; - ;22/03/2017 14:30:40;22/03/2019 00:00:00;00.926.597/0001-08;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
LUIZ PEREIRA FRANCO;BAR DE CHURRASCO;00.950.712/0001-71;MICROEMPRESA;06/12/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;37640-000;MG;Extrema; - ;Sem Logradouro; - ;(35)3435-1250;tize@contabilbonifacio.com.br;tize@contabilbonifacio.com.br; - ;13/09/2017 10:43:40;13/09/2019 00:00:00;00.950.712/0001-71;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
ARI MINETTO;ESPLANADA HOTEL E RESTAURANTE;00.960.690/0001-20;EMPRESA DE PEQUENO PORTE;16/11/1984;Em Operação;Restaurante, Cafeteria, Bar e Similares;78520-000;MT;Guarantã do Norte; - ;Rua Pioneiro Genesio Minetto, 333, Centro;;(66)3552-1521;esplanada_hotel@hotmail.com;esplanada_hotel@hotmail.com; - ;11/04/2018 08:21:41;11/04/2020 08:21:41;00.960.690/0001-20;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
PILOES PALACE HOTEL LTDA;PILOES PALACE HOTEL;00.967.596/0001-01;MICROEMPRESA;10/09/1984;Em Operação;Restaurante, Cafeteria, Bar e Similares;75830-000;GO;Mineiros; - ;PRAÇA JOSE ALVES DE ASSIS;CENTRO;(64)3661-1547;reversas@piloeshotel.com.br;reversas@piloeshotel.com.br; - ;11/04/2018 09:04:43;11/04/2020 09:04:43;00.967.596/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Cozinha regional
CRISLU RESTAURANTE E CONVENIENCIA LTDA.;CRISLU RESTAURANTE E CONVENIENCIA;00.979.876/0001-21;EMPRESA DE PEQUENO PORTE;26/12/1995;Em Operação;Restaurante, Cafeteria, Bar e Similares;45420-000;BA;Cairu; - ;Morro de São Paulo;;(75)3652-1075;martinezcristiane@hotmail.com;martinezcristiane@hotmail.com; - ;25/04/2018 10:10:51;25/04/2020 10:10:51;00.979.876/0001-21;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
RESTAURANTE E POUSADA CLUB DO BALANCO LTDA.;CLUB DO BALANÇO;00.987.902/0001-63;EMPRESA DE PEQUENO PORTE;03/01/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;45428-000;BA;Morro de São Paulo; - ;Sem Logradouro; - ;(75)3652-1110;CONTATO@CLUBDOBALANCO.COM.BR;CONTATO@CLUBDOBALANCO.COM.BR;WWW.CLUBDOBALANCO.COM.BR;20/10/2017 16:11:21;20/10/2019 01:00:00;00.987.902/0001-63;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Inglês|Italiano;Brasileira|Italiana
JOSE AULACIR BORGES GIRARDI;HOTEL RESTAURANTE LA CARRETA;01.026.561/0001-22;MICROEMPRESA;23/01/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;78300-000;MT;Tangará da Serra; - ;Sem Logradouro; - ;(65)3326-5005;hotel.lacarreta@gmail.com;hotel.lacarreta@gmail.com; - ;01/11/2017 18:17:55;01/11/2019 00:00:00;01.026.561/0001-22;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
C.A.DE BARROS DO CARMO;RESTAURANTE DO MANO;01.031.452/0001-01;MICROEMPRESA;06/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Sem Logradouro; - ;(82)9911-0377;restaurantedomano@gmail.com;restaurantedomano@gmail.com; - ;31/08/2017 08:40:24;31/08/2019 00:00:00;01.031.452/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Cozinha regional
HOTEL SAMAUMA LTDA;SAMAUMA PARK HOTEL;01.047.648/0001-86;EMPRESA DE PEQUENO PORTE;14/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;68445-000;PA;Barcarena; - ;Praia do caripy;sn;(91)3322-8000;FALECOM@SAMAUMAPARKHOTEL.COM.BR;FALECOM@SAMAUMAPARKHOTEL.COM.BR; - ;05/04/2018 09:47:34;05/04/2020 09:47:34;01.047.648/0001-86;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
JORGE EDUARDO MONTEIRO MERIGUETTE;TIA DULCE & DULCE MONTEIRO RECEPCOES;01.100.994/0001-80;MICROEMPRESA;21/03/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;53120-010;PE;Olinda;Carmo;do Sol;487;(81)3429-2263;tiadulce@tiadulce.com.br;meriguette@gmail.com;www.emporiotiadulce.com.br;27/04/2018 10:12:23;27/04/2020 10:12:23;01.100.994/0001-80;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresário (Individual); - ;Brasileira|Cozinha regional
NELSON ANTUNES DA LUZ;LANCHONETE ANTUNES;01.135.824/0001-31;MICROEMPRESA;11/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;79440-000;MS;Jaraguari; - ;Sem Logradouro; - ;(67)9961-1879;mluz35@oulook.com;mluz35@oulook.com; - ;27/11/2017 11:33:20;27/11/2019 00:00:00;01.135.824/0001-31;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Empresário (Individual); - ;Brasileira
ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro; - ;(81)8406-9417;empresarial_alves@hotmail.com;empresarial_alves@hotmail.com; - ;19/01/2017 16:53:13;19/01/2019 00:00:00;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Restaurante;Empresário (Individual);Inglês|Italiano;Cozinha regional
GHELERE RESTAURANTE E POUSADA LTDA;Ghellere Restaurante e Pousada;01.171.696/0001-81;EMPRESA DE PEQUENO PORTE;10/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;88860-000;SC;Siderópolis; - ;Estrada geral;;(48)3436-1036;ghellere@ghellere.com.br;ghellere@ghellere.com.br;www.ghellere.com.br;30/05/2018 15:08:19;30/05/2020 15:08:19;01.171.696/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Italiana|Cozinha regional
TERMAS DE GOIAS LTDA;HOTEL PARQUE DAS PRIMAVERAS;01.173.871/0001-70;DEMAIS;05/07/1973;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-1355;pousadaprimavera@hotmail.com;pousadaprimavera@hotmail.com;WWW.HPPRIMAVERAS.COM.BR;04/10/2017 09:50:17;04/10/2019 00:00:00;01.173.871/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira
DOMANI RESTAURANTE SELF-SERVICE LTDA;DOMANI RESTAURANTE;01.182.300/0001-00;EMPRESA DE PEQUENO PORTE;08/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;58051-000;PB;João Pessoa;Jardim São Paulo;Empresário João Rodrigues Alves; - ;(83)3235-5858;restaurante.domani@gmail.com;restaurante.domani@gmail.com;www.restaurantedomani.com.br;20/12/2017 14:53:47;20/12/2019 00:00:00;01.182.300/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Chinesa|Italiana|Japonesa
ALEXANDRE S. BITTENCOURT & CIA LTDA;PIZZARIA BITTENCOURT;01.189.699/0001-42;MICROEMPRESA;08/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;97300-000;RS;São Gabriel; - ;Sem Logradouro; - ;(55)3232-1775;secretaria.sg@farrapos.com.br;secretaria.sg@farrapos.com.br;www.pizzariabittencourt.com.br/sgabriel;31/03/2017 10:29:48;31/03/2019 00:00:00;01.189.699/0001-42;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Sociedade Empresária Limitada;Espanhol;Brasileira
BAROLLO E CIA LTDA;PADARIA GURIRI;01.201.692/0001-07;EMPRESA DE PEQUENO PORTE;06/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;29946-620;ES;São Mateus;Guriri Norte;Homero Zordan; - ;(27)9991-5904;victorbarollo@hotmail.com;victorbarollo@hotmail.com; - ;17/03/2017 17:17:38;17/03/2019 00:00:00;01.201.692/0001-07;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada;Inglês;Brasileira
BAR E RESTAURANTE PARAISO DO BAIXINHO LTDA;PARAISO DO BAIXINHO;01.234.635/0001-16;MICROEMPRESA;03/06/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;49035-110;SE;Aracaju;Atalaia;Engenheiro Francisco Manoel da Costa; - ;(79)3227-2144;gugafelix@infonet.com.br;gugafelix@infonet.com.br; - ;02/02/2017 16:13:51;02/02/2019 00:00:00;01.234.635/0001-16;5611-2/01 - RESTAURANTES E SIMILARES;Bar;Sociedade Empresária Limitada; - ;Brasileira
A LOUSADA FERREIRA;CASTELO PIZZARIA;01.277.203/0001-92;MICROEMPRESA;12/06/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;62580-000;CE;Acaraú; - ;Sem Logradouro;rua santo antonio;(88)3661-1731;casteloencantadoacarau@hotmail.com;casteloencantadoacarau@hotmail.com;www.casteloencantadopizzaria.com;08/05/2018 17:37:01;08/05/2020 17:37:01;01.277.203/0001-92;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês|Espanhol;Brasileira|Cozinha regional
TUIUIU TURISMO E HOTELARIA LTDA;PANTANAL HOTEL;01.293.611/0001-38;MICROEMPRESA;08/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;79380-000;MS;Miranda; - ;Sem Logradouro; - ;(67)3242-1068;pantanalhotel@pantanalhotel.com.br;pantanalhotel@pantanalhotel.com.br;www.pantanalhotel.com.br;19/09/2017 10:37:00;19/09/2019 00:00:00;01.293.611/0001-38;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Inglês;Brasileira|Cozinha regional
TOMAZIA GABRIEL MARQUES;RESTAURANTE TARTARUGA;01.304.603/0001-40;EMPRESA DE PEQUENO PORTE;12/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;88780-000;SC;Imbituba; - ;ETR Geral Barra da Lagoa;;(48)3355-0005;rtartaruga@hotmail.com;rtartaruga@hotmail.com;www.restaurantetartaruga.com.br;23/07/2018 17:09:40;23/07/2020 17:09:40;01.304.603/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual);Inglês;Brasileira|Cozinha regional
IRMAOS KUMADA LTDA;CLAERRO SORVETES;01.306.134/0001-06;MICROEMPRESA;11/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-4340;resultadoscontabeis@gmail.com;resultadoscontabeis@gmail.com; - ;15/02/2018 17:47:22;15/02/2020 00:00:00;01.306.134/0001-06;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
SILVIA HELENA PEREIRA;RESTAURANTE SILVIA;01.308.349/0001-58;MICROEMPRESA;15/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;69928-000;AC;Plácido de Castro; - ;Sem Logradouro; - ;(68)3237-2219;silvia.3738@hotmail.com;silvia.3738@hotmail.com; - ;04/07/2017 12:32:10;04/07/2019 00:00:00;01.308.349/0001-58;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
MAGDA MOFATTO HON;HOTEL E RESTAURANTE ROMA;01.346.360/0001-02;EMPRESA DE PEQUENO PORTE;23/01/1985;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Praça Mestre Orlando;Centro;(64)3454-9000;reservas@diroma.com.br;reservas@diroma.com.br;WWW.DIROMA.COM.BR;11/06/2018 08:29:19;11/06/2020 08:29:19;01.346.360/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
BAR E RESTAURANTE CAMILLO LTDA;BAR E RESTAURANTE CAMILLO;01.348.175/0001-57;MICROEMPRESA;26/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;17380-000;SP;Brotas; - ;PRAÇA AMADOR SIMÕES, 61 CENTRO; - ;(14)3653-1510;contato@restaurantecamillo.com.br;contato@restaurantecamillo.com.br;WWW.RESTAURANTECAMILLO.COM.BR;18/06/2018 11:39:42;18/06/2020 11:39:42;01.348.175/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
RESTAURANTE E CHOPPERIA NOVA CALEDONIA LTDA;RESTAURANTE E POUSADA ZERO GRAU;01.366.636/0001-14;MICROEMPRESA;01/08/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;28621-660;RJ;Nova Friburgo;Cascatinha;Francisco Antônio Sobrinho, 132; - ;(22)2522-7297;restepousadazerograu@hotmail.com;restepousadazerograu@hotmail.com; - ;16/08/2018 16:27:41;16/08/2020 16:27:41;01.366.636/0001-14;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional|Brasileira
WF LICITACOES LTDA;*****;01.390.674/0001-02;EMPRESA DE PEQUENO PORTE;26/08/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;74525-050;GO;Goiânia;Setor Campinas;Benjamin Constant; - ;(62)3095-3388;ferbariani@hotmail.com;ferbariani@hotmail.com; - ;16/11/2016 16:55:56;16/11/2018 00:00:00;01.390.674/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
EMPORIO MINERO EIRELI;EMPORIO MINERO LTDA - ME;01.406.127/0001-78;MICROEMPRESA;27/08/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;13820-000;SP;Jaguariúna; - ;Sem Logradouro; - ;(19)3937-6292;minerojaguariuna@gmail.com;minerojaguariuna@gmail.com; - ;25/11/2016 15:38:31;25/11/2018 00:00:00;01.406.127/0001-78;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Cozinha regional
XARAK SUPER LANCHES - EIRELI;XARAK SUPER LANCHES LTDA - ME;01.447.320/0001-57;EMPRESA DE PEQUENO PORTE;20/09/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;03694-000;SP;São Paulo; - ;Sem Logradouro; - ;(11)2042-3021;calahans@uol.com.br;calahans@uol.com.br;www.calahans.com.br;31/01/2017 12:10:57;31/01/2019 00:00:00;01.447.320/0001-57;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ;Italiana
CREME RUSSO SORVETERIA EIRELI - ME;CREME RUSSO SORVETERIA;01.448.939/0001-86;MICROEMPRESA;25/09/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;75650-000;GO;Morrinhos; - ;Sem Logradouro; - ;(64)9305-5865;contato@gyrocontabilidade.com.br;contato@gyrocontabilidade.com.br; - ;21/03/2017 09:44:55;21/03/2019 00:00:00;01.448.939/0001-86;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);Inglês;Brasileira
VILA SUSHI BAR LTDA;DAISEN;01.486.757/0001-08;MICROEMPRESA;09/10/1996;Em Implantação;Restaurante, Cafeteria, Bar e Similares;20560-000;RJ;Rio de Janeiro;Vila Isabel;Teodoro da Silva;- até 419 - lado ímpar;(21)9997-0449;michael.anderson@outlook.com.br;michael.anderson@outlook.com.br; - ;04/06/2018 15:49:16;04/06/2020 15:49:16;01.486.757/0001-08;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Asiática|Japonesa
LANCHONETE E RESTAURANTE JARDIM DO SOL LTDA;restaurante e lanchonete jardim do sol ;01.521.338/0001-51;MICROEMPRESA;29/10/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;14980-000;SP;Sales; - ;rua guilherme de araujo filho ;;(17)3557-1271;fernando.cuelhar01@etec.sp.gov.br;fernando.cuelhar01@etec.sp.gov.br;;29/05/2018 15:28:31;29/05/2020 15:28:31;01.521.338/0001-51;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
PANIFICADORA E CONFEITARIA CANTINA ITALIANA LTDA;PAO BENTO;01.523.026/0001-87;MICROEMPRESA;09/10/1985;Em Operação;Restaurante, Cafeteria, Bar e Similares;79965-000;MS;Itaquiraí; - ;13 de maio;;(67)3476-1128;paobento@live.com;paobento@live.com; - ;08/03/2018 11:01:42;08/03/2020 11:01:42;01.523.026/0001-87;5611-2/01 - RESTAURANTES E SIMILARES;Similar;Sociedade Empresária Limitada; - ;Brasileira
M L COMERCIO DE PANIFICACAO LTDA;RESTAURANTE E PIZZARIA CHEIRO VERDE;01.571.127/0001-23;MICROEMPRESA;05/12/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;69940-000;AC;Sena Madureira; - ;Sem Logradouro; - ;(68)9984-4225;joaonunessm@gmail.com;joaonunessm@gmail.com; - ;13/06/2017 12:17:03;13/06/2019 00:00:00;01.571.127/0001-23;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
TADASHY DE QUADROS KAMITAKAHRA;RESTAURANTE NIKKEY;01.577.074/0001-58;MICROEMPRESA;18/11/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;84240-000;PR;Piraí do Sul; - ;Rua ;;(42)3237-1498;tadashinikei@yahoo.com.br;tadashinikei@yahoo.com.br;https://www.facebook.com/Restaurante-Nikkei-407913319295999/?rf=543726252311483;16/05/2018 08:46:15;16/05/2020 08:46:15;01.577.074/0001-58;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual;Português;Japonesa
SOLAR DA AGUIA TURISMO RURAL E EVENTOS LTDA - ME;SOLAR DA ÁGUIA;01.579.202/0001-00;MICROEMPRESA;10/12/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;72592-201;DF;Brasília;Residencial Santos Dumont (Santa Maria);QRI 1; - ;(61)3395-1750;solardaaguia@hotmail.com;solardaaguia@hotmail.com; - ;17/08/2017 10:05:11;17/08/2019 00:00:00;01.579.202/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Francês|Inglês;Brasileira
CRISTINA MENON;BUFFET ITALIANO;01.670.716/0001-69;EMPRESA DE PEQUENO PORTE;16/01/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;84500-000;PR;Irati; - ;Rua Nereu Ramos, 548;Comércio;3422-2665;tatimenon88@hotmail.com;tatimenon88@hotmail.com; - ;14/08/2018 14:10:46;14/08/2020 14:10:46;01.670.716/0001-69;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário Individual; - ;Portuguesa
RESTAURANTE & EVENTOS NINHO DA ROXINHA LTDA;Restaurante e Eventos Ninho da Roxinha;01.681.886/0001-49;EMPRESA DE PEQUENO PORTE;13/02/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;29182-534;ES;Serra;São João;do Limão;350;(27)3253-1516;ANGELA@LRZCONTABILIDADE.COM.BR;restaurante@ninhodaroxinha.com.br;www.ninhodaroxinha.com.br;27/08/2018 11:03:24;27/08/2020 11:03:24;01.681.886/0001-49;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Inglês;Brasileira|Cozinha regional
E. ELLER POUSADA LTDA;ECO RESORT SERRA IMPERIAL;01.704.464/0001-41;MICROEMPRESA;04/02/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;28616-133;RJ;Nova Friburgo;São Pedro da Serra;Francisco Eller;387;(22)2542-3300;SIMAO@SERRAIMPERIAL.COM;DANIEL@SERRAIMPERIAL.COM;www.serraimperial.com;07/03/2018 10:56:45;07/03/2020 10:56:45;01.704.464/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Português|Inglês;Brasileira|Italiana|Cozinha regional
AMELIA PEREIRA DE SOUZA;BAR E RESTAURANTE BRASIL;01.706.951/0001-43;MICROEMPRESA;06/01/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(62)3371-3309;suzymagra@yahoo.com.br;suzymagra@yahoo.com.br; - ;11/12/2017 11:29:40;11/12/2019 00:00:00;01.706.951/0001-43;5611-2/01 - RESTAURANTES E SIMILARES; - ;Empresário Individual; - ; - 
JOSE MARIA DA COSTA;BALACOBACO RESTAURANTE SELF SERVICE;01.710.041/0001-34;MICROEMPRESA;18/03/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;69980-000;AC;Cruzeiro do Sul; - ;Sem Logradouro; - ;(68)9982-0313;zefarinhada@hotmail.com;zefarinhada@hotmail.com; - ;26/02/2018 12:24:30;26/02/2020 00:00:00;01.710.041/0001-34;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
JOELMA BRITO VIEIRA;BANANA OURO;01.715.469/0001-70;MICROEMPRESA;13/03/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;37470-000;MG;São Lourenço; - ;AV. GETÚLIO VARGAS N. 10;LOJA: 85;(35)3331-8986;debora@starweb.com.br;debora@starweb.com.br; - ;31/08/2018 14:14:16;31/08/2020 14:14:16;01.715.469/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Empresário (Individual); - ;Brasileira
NOVA CALEDONIA RESTAURANTE LTDA;ANCORADOURO;01.747.578/0001-79;MICROEMPRESA;03/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;57035-160;AL;Maceió;Ponta Verde;Silvio Carlos Viana; - ;(82)3235-3943;financeirokanoa@outlook.com;financeirokanoa@outlook.com; - ;25/05/2017 11:54:24;25/05/2019 00:00:00;01.747.578/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Cozinha regional
ALVES BRANCO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;RESTAURANTES TUCANOS GRILL;01.776.980/0001-81;EMPRESA DE PEQUENO PORTE;22/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;71805-702;DF;Brasília;Riacho Fundo I;QN 7 Conjunto 2;Lote 6;(61)3399-0805;alvesbranco88@gmail.com;alvesbranco88@gmail.com; - ;22/06/2018 16:24:33;22/06/2020 16:24:33;01.776.980/0001-81;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira|Cozinha regional|Portuguesa
APRAZIVEL SABOR LTDA;RESTAURANTE APRAZIVEL;01.778.978/0001-41;DEMAIS;04/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;20241-270;RJ;Rio de Janeiro;Santa Teresa;Aprazível; - ;(21)2508-9174;aprazivel@aprazivel.com.br;aprazivel@aprazivel.com.br;www.aprazivel.com.br;10/05/2017 12:34:06;10/05/2019 00:00:00;01.778.978/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Espanhol|Francês|Inglês;Brasileira|Cozinha regional
MARAKA RESTAURANTES LTDA;MARAKA RESTAURANTE;01.807.451/0001-06;MICROEMPRESA;10/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;29680-000;ES;João Neiva; - ;Sem Logradouro; - ;(27)3258-1595;maraka-rest.@bol.com.br;maraka-rest.@bol.com.br; - ;06/03/2017 13:44:16;06/03/2019 00:00:00;01.807.451/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada; - ;Brasileira
HOEPERS & RECH LTDA;SALTO DO RIO CAPIVARA;01.855.229/0001-70;MICROEMPRESA;22/05/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;88765-000;SC;São Martinho; - ;Sem Logradouro; - ;(48)3053-4523;eduardo@saltodoriocapivara.com.br;eduardo@saltodoriocapivara.com.br; - ;21/08/2017 13:33:55;21/08/2019 00:00:00;01.855.229/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Restaurante;Sociedade Empresária Limitada;Alemão;Alemã
