Razão Social;Nome Fantasia;CNPJ;Porte;Data de Inicio da Operação;Situação;Atividade;CEP;UF;Localidade;Bairro;Logradouro;Complemento;Telefone;Email Institucional;Email Comercial;Site;Data de Geração do Certificado;Data de Validade do Certificado;Código do Certificado;CNAE;Estrutura Básica;Tipo de Atividade;Natureza Jurídica;Línguas;Capacidade de Lugares
RESTAURANTE E POUSADA CLUB DO BALANCO LTDA.;CLUB DO BALANÇO;00.987.902/0001-63;EMPRESA DE PEQUENO PORTE;03/01/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;45428-000;BA;Morro de São Paulo; - ;Sem Logradouro; - ;(75)3652-1110;CONTATO@CLUBDOBALANCO.COM.BR;CONTATO@CLUBDOBALANCO.COM.BR;WWW.CLUBDOBALANCO.COM.BR;20/10/2017 16:11:21;00.987.902/0001-63;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Inglês | Italiano; - 
JOSE AULACIR BORGES GIRARDI;HOTEL RESTAURANTE LA CARRETA;01.026.561/0001-22;MICROEMPRESA;23/01/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;78300-000;MT;Tangará da Serra; - ;Sem Logradouro; - ;(65)3326-5005;hotel.lacarreta@gmail.com;hotel.lacarreta@gmail.com; - ;01/11/2017 18:17:55;01.026.561/0001-22;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
C.A.DE BARROS DO CARMO;RESTAURANTE DO MANO;01.031.452/0001-01;MICROEMPRESA;06/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;AL;Maragogi; - ;Sem Logradouro; - ;(82)9911-0377;restaurantedomano@gmail.com;restaurantedomano@gmail.com; - ;31/08/2017 08:40:24;01.031.452/0001-01;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
HOTEL SAMAUMA LTDA;SAMAUMA PARK HOTEL;01.047.648/0001-86;EMPRESA DE PEQUENO PORTE;14/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;68445-000;PA;Barcarena; - ;Praia do caripy;sn;(91)3322-8000;FALECOM@SAMAUMAPARKHOTEL.COM.BR;FALECOM@SAMAUMAPARKHOTEL.COM.BR; - ;05/04/2018 09:47:34;01.047.648/0001-86;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
JORGE EDUARDO MONTEIRO MERIGUETTE;TIA DULCE & DULCE MONTEIRO RECEPCOES;01.100.994/0001-80;MICROEMPRESA;21/03/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;53120-010;PE;Olinda;Carmo;do Sol;487;(81)3429-2263;tiadulce@tiadulce.com.br;meriguette@gmail.com;www.emporiotiadulce.com.br;27/04/2018 10:12:23;01.100.994/0001-80;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
LANCHONETE E RESTAURANTE J T LTDA;LANCHONETE E RESTAURANTE J. T.;01.123.544/0001-03;EMPRESA DE PEQUENO PORTE;02/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;79380-000;MS;Miranda; - ;Sem Logradouro; - ;(67)3242-1392;contato@pioneiroturismo.com.br;contato@pioneiroturismo.com.br;www.pioneiroturismo.com.br;23/08/2016 12:39:10;01.123.544/0001-03;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
NELSON ANTUNES DA LUZ;LANCHONETE ANTUNES;01.135.824/0001-31;MICROEMPRESA;11/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;79440-000;MS;Jaraguari; - ;Sem Logradouro; - ;(67)9961-1879;mluz35@oulook.com;mluz35@oulook.com; - ;27/11/2017 11:33:20;01.135.824/0001-31;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresário (Individual); - ; - 
ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro; - ;(81)8406-9417;empresarial_alves@hotmail.com;empresarial_alves@hotmail.com; - ;19/01/2017 16:53:13;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS; - ;Restaurante;Empresário (Individual);| Inglês | Italiano; - 
GHELERE RESTAURANTE E POUSADA LTDA;Ghellere Restaurante e Pousada;01.171.696/0001-81;EMPRESA DE PEQUENO PORTE;10/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;88860-000;SC;Siderópolis; - ;Estrada geral;;(48)3436-1036;ghellere@ghellere.com.br;ghellere@ghellere.com.br;www.ghellere.com.br;30/05/2018 15:08:19;01.171.696/0001-81;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
TERMAS DE GOIAS LTDA;HOTEL PARQUE DAS PRIMAVERAS;01.173.871/0001-70;DEMAIS;05/07/1973;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-1355;pousadaprimavera@hotmail.com;pousadaprimavera@hotmail.com;WWW.HPPRIMAVERAS.COM.BR;04/10/2017 09:50:17;01.173.871/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
DOMANI RESTAURANTE SELF-SERVICE LTDA;DOMANI RESTAURANTE;01.182.300/0001-00;EMPRESA DE PEQUENO PORTE;08/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;58051-000;PB;João Pessoa;Jardim São Paulo;Empresário João Rodrigues Alves; - ;(83)3235-5858;restaurante.domani@gmail.com;restaurante.domani@gmail.com;www.restaurantedomani.com.br;20/12/2017 14:53:47;01.182.300/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
WORLD - COMERCIO, SERVICO, ASSESSORIA E CONSULTORIA LTDA;WORLD ASSESSORIA E CONSULTORIA;01.185.595/0001-60;EMPRESA DE PEQUENO PORTE;07/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;76804-049;RO;Porto Velho;São Cristóvão;Guanabara; - ;(69)3224-5799;adm1@world-ro.com.br;adm1@world-ro.com.br;www.world-ro.com.br;12/08/2016 12:58:48;01.185.595/0001-60;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Inglês; - 
ALEXANDRE S. BITTENCOURT & CIA LTDA;PIZZARIA BITTENCOURT;01.189.699/0001-42;MICROEMPRESA;08/02/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;97300-000;RS;São Gabriel; - ;Sem Logradouro; - ;(55)3232-1775;secretaria.sg@farrapos.com.br;secretaria.sg@farrapos.com.br;www.pizzariabittencourt.com.br/sgabriel;31/03/2017 10:29:48;01.189.699/0001-42;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Sociedade Empresária Limitada;| Espanhol; - 
BAROLLO E CIA LTDA;PADARIA GURIRI;01.201.692/0001-07;EMPRESA DE PEQUENO PORTE;06/05/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;29946-620;ES;São Mateus;Guriri Norte;Homero Zordan; - ;(27)9991-5904;victorbarollo@hotmail.com;victorbarollo@hotmail.com; - ;17/03/2017 17:17:38;01.201.692/0001-07;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada;| Inglês; - 
BAR E RESTAURANTE PARAISO DO BAIXINHO LTDA;PARAISO DO BAIXINHO;01.234.635/0001-16;MICROEMPRESA;03/06/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;49035-110;SE;Aracaju;Atalaia;Engenheiro Francisco Manoel da Costa; - ;(79)3227-2144;gugafelix@infonet.com.br;gugafelix@infonet.com.br; - ;02/02/2017 16:13:51;01.234.635/0001-16;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Sociedade Empresária Limitada; - ; - 
A LOUSADA FERREIRA;CASTELO PIZZARIA;01.277.203/0001-92;MICROEMPRESA;12/06/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;62580-000;CE;Acaraú; - ;Sem Logradouro;rua santo antonio;(88)3661-1731;casteloencantadoacarau@hotmail.com;casteloencantadoacarau@hotmail.com;www.casteloencantadopizzaria.com;08/05/2018 17:37:01;01.277.203/0001-92;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Inglês | Espanhol; - 
TUIUIU TURISMO E HOTELARIA LTDA;PANTANAL HOTEL;01.293.611/0001-38;MICROEMPRESA;08/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;79380-000;MS;Miranda; - ;Sem Logradouro; - ;(67)3242-1068;pantanalhotel@pantanalhotel.com.br;pantanalhotel@pantanalhotel.com.br;www.pantanalhotel.com.br;19/09/2017 10:37:00;01.293.611/0001-38;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Inglês; - 
IRMAOS KUMADA LTDA;CLAERRO SORVETES;01.306.134/0001-06;MICROEMPRESA;11/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3453-4340;resultadoscontabeis@gmail.com;resultadoscontabeis@gmail.com; - ;15/02/2018 17:47:22;01.306.134/0001-06;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
SILVIA HELENA PEREIRA;RESTAURANTE SILVIA;01.308.349/0001-58;MICROEMPRESA;15/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;69928-000;AC;Plácido de Castro; - ;Sem Logradouro; - ;(68)3237-2219;silvia.3738@hotmail.com;silvia.3738@hotmail.com; - ;04/07/2017 12:32:10;01.308.349/0001-58;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
MAGDA MOFATTO HON;HOTEL E RESTAURANTE ROMA;01.346.360/0001-02;EMPRESA DE PEQUENO PORTE;23/01/1985;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Praça Mestre Orlando;Centro;(64)3454-9000;reservas@diroma.com.br;reservas@diroma.com.br;WWW.DIROMA.COM.BR;11/06/2018 08:29:19;01.346.360/0001-02;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
BAR E RESTAURANTE CAMILLO LTDA;BAR E RESTAURANTE CAMILLO;01.348.175/0001-57;MICROEMPRESA;26/07/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;17380-000;SP;Brotas; - ;PRAÇA AMADOR SIMÕES, 61 CENTRO; - ;(14)3653-1510;contato@restaurantecamillo.com.br;contato@restaurantecamillo.com.br;WWW.RESTAURANTECAMILLO.COM.BR;18/06/2018 11:39:42;01.348.175/0001-57;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
WF LICITACOES LTDA;*****;01.390.674/0001-02;EMPRESA DE PEQUENO PORTE;26/08/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;74525-050;GO;Goiânia;Setor Campinas;Benjamin Constant; - ;(62)3095-3388;ferbariani@hotmail.com;ferbariani@hotmail.com; - ;16/11/2016 16:55:56;01.390.674/0001-02;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
EMPORIO MINERO EIRELI;EMPORIO MINERO LTDA - ME;01.406.127/0001-78;MICROEMPRESA;27/08/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;13820-000;SP;Jaguariúna; - ;Sem Logradouro; - ;(19)3937-6292;minerojaguariuna@gmail.com;minerojaguariuna@gmail.com; - ;25/11/2016 15:38:31;01.406.127/0001-78;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
XARAK SUPER LANCHES - EIRELI;XARAK SUPER LANCHES LTDA - ME;01.447.320/0001-57;EMPRESA DE PEQUENO PORTE;20/09/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;03694-000;SP;São Paulo; - ;Sem Logradouro; - ;(11)2042-3021;calahans@uol.com.br;calahans@uol.com.br;www.calahans.com.br;31/01/2017 12:10:57;01.447.320/0001-57;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
CREME RUSSO SORVETERIA EIRELI - ME;CREME RUSSO SORVETERIA;01.448.939/0001-86;MICROEMPRESA;25/09/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;75650-000;GO;Morrinhos; - ;Sem Logradouro; - ;(64)9305-5865;contato@gyrocontabilidade.com.br;contato@gyrocontabilidade.com.br; - ;21/03/2017 09:44:55;01.448.939/0001-86;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);| Inglês; - 
VILA SUSHI BAR LTDA;DAISEN;01.486.757/0001-08;MICROEMPRESA;09/10/1996;Em Implantação;Restaurante, Cafeteria, Bar e Similares;20560-000;RJ;Rio de Janeiro;Vila Isabel;Teodoro da Silva;- até 419 - lado ímpar;(21)9997-0449;michael.anderson@outlook.com.br;michael.anderson@outlook.com.br; - ;04/06/2018 15:49:16;01.486.757/0001-08;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
LANCHONETE E RESTAURANTE JARDIM DO SOL LTDA;restaurante e lanchonete jardim do sol ;01.521.338/0001-51;MICROEMPRESA;29/10/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;14980-000;SP;Sales; - ;rua guilherme de araujo filho ;;(17)3557-1271;fernando.cuelhar01@etec.sp.gov.br;fernando.cuelhar01@etec.sp.gov.br;;29/05/2018 15:28:31;01.521.338/0001-51;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
PANIFICADORA E CONFEITARIA CANTINA ITALIANA LTDA;PAO BENTO;01.523.026/0001-87;MICROEMPRESA;09/10/1985;Em Operação;Restaurante, Cafeteria, Bar e Similares;79965-000;MS;Itaquiraí; - ;13 de maio;;(67)3476-1128;paobento@live.com;paobento@live.com; - ;08/03/2018 11:01:42;01.523.026/0001-87;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
M L COMERCIO DE PANIFICACAO LTDA;RESTAURANTE E PIZZARIA CHEIRO VERDE;01.571.127/0001-23;MICROEMPRESA;05/12/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;69940-000;AC;Sena Madureira; - ;Sem Logradouro; - ;(68)9984-4225;joaonunessm@gmail.com;joaonunessm@gmail.com; - ;13/06/2017 12:17:03;01.571.127/0001-23;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
TADASHY DE QUADROS KAMITAKAHRA;RESTAURANTE NIKKEY;01.577.074/0001-58;MICROEMPRESA;18/11/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;84240-000;PR;Piraí do Sul; - ;Rua ;;(42)3237-1498;tadashinikei@yahoo.com.br;tadashinikei@yahoo.com.br;https://www.facebook.com/Restaurante-Nikkei-407913319295999/?rf=543726252311483;16/05/2018 08:46:15;01.577.074/0001-58;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário Individual;| Português; - 
SOLAR DA AGUIA TURISMO RURAL E EVENTOS LTDA - ME;SOLAR DA ÁGUIA;01.579.202/0001-00;MICROEMPRESA;10/12/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;72592-201;DF;Brasília;Residencial Santos Dumont (Santa Maria);QRI 1; - ;(61)3395-1750;solardaaguia@hotmail.com;solardaaguia@hotmail.com; - ;17/08/2017 10:05:11;01.579.202/0001-00;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Francês | Inglês; - 
E. ELLER POUSADA LTDA;ECO RESORT SERRA IMPERIAL;01.704.464/0001-41;MICROEMPRESA;04/02/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;28616-133;RJ;Nova Friburgo;São Pedro da Serra;Francisco Eller;387;(22)2542-3300;SIMAO@SERRAIMPERIAL.COM;DANIEL@SERRAIMPERIAL.COM;www.serraimperial.com;07/03/2018 10:56:45;01.704.464/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português | Inglês; - 
AMELIA PEREIRA DE SOUZA;BAR E RESTAURANTE BRASIL;01.706.951/0001-43;MICROEMPRESA;06/01/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;76600-000;GO;Goiás; - ;Sem Logradouro; - ;(62)3371-3309;suzymagra@yahoo.com.br;suzymagra@yahoo.com.br; - ;11/12/2017 11:29:40;01.706.951/0001-43;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
JOSE MARIA DA COSTA;BALACOBACO RESTAURANTE SELF SERVICE;01.710.041/0001-34;MICROEMPRESA;18/03/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;69980-000;AC;Cruzeiro do Sul; - ;Sem Logradouro; - ;(68)9982-0313;zefarinhada@hotmail.com;zefarinhada@hotmail.com; - ;26/02/2018 12:24:30;01.710.041/0001-34;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
NOVA CALEDONIA RESTAURANTE LTDA;ANCORADOURO;01.747.578/0001-79;MICROEMPRESA;03/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;57035-160;AL;Maceió;Ponta Verde;Silvio Carlos Viana; - ;(82)3235-3943;financeirokanoa@outlook.com;financeirokanoa@outlook.com; - ;25/05/2017 11:54:24;01.747.578/0001-79;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
ALVES BRANCO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;RESTAURANTES TUCANOS GRILL;01.776.980/0001-81;EMPRESA DE PEQUENO PORTE;22/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;71805-702;DF;Brasília;Riacho Fundo I;QN 7 Conjunto 2;Lote 6;(61)3399-0805;alvesbranco88@gmail.com;alvesbranco88@gmail.com; - ;22/06/2018 16:24:33;01.776.980/0001-81;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
APRAZIVEL SABOR LTDA;RESTAURANTE APRAZIVEL;01.778.978/0001-41;DEMAIS;04/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;20241-270;RJ;Rio de Janeiro;Santa Teresa;Aprazível; - ;(21)2508-9174;aprazivel@aprazivel.com.br;aprazivel@aprazivel.com.br;www.aprazivel.com.br;10/05/2017 12:34:06;01.778.978/0001-41;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Francês | Inglês; - 
MARAKA RESTAURANTES LTDA;MARAKA RESTAURANTE;01.807.451/0001-06;MICROEMPRESA;10/04/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;29680-000;ES;João Neiva; - ;Sem Logradouro; - ;(27)3258-1595;maraka-rest.@bol.com.br;maraka-rest.@bol.com.br; - ;06/03/2017 13:44:16;01.807.451/0001-06;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
HOEPERS & RECH LTDA;SALTO DO RIO CAPIVARA;01.855.229/0001-70;MICROEMPRESA;22/05/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;88765-000;SC;São Martinho; - ;Sem Logradouro; - ;(48)3053-4523;eduardo@saltodoriocapivara.com.br;eduardo@saltodoriocapivara.com.br; - ;21/08/2017 13:33:55;01.855.229/0001-70;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Alemão; - 
SERJAO RESTAURANTE E PIZZARIA LTDA;SERJÃO RESTAURANTE E PIZZARIA;01.867.724/0001-08;MICROEMPRESA;27/05/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;88715-000;SC;Jaguaruna; - ;Sem Logradouro; - ;(48)3624-0606;serjaorestaurantepizzaria@hotmail.com;serjaorestaurantepizzaria@hotmail.com; - ;22/08/2017 12:33:29;01.867.724/0001-08;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
EUFELIA J SILVA;RESTAURANTE OFELIA FOOD;01.891.245/0001-19;MICROEMPRESA;11/06/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;69912-000;AC;Rio Branco;Sobral;26 de Junho; - ;(68)3227-2598;ofeliafood@gmail.com;ofeliafood@gmail.com; - ;26/01/2017 13:49:05;01.891.245/0001-19;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual);| Espanhol; - 
PANIFICADORA LANCHONETE PIZZARIA VIANA LTDA;PANIFICADORA LANCHONETE PIZZARIA VIANA;02.021.715/0001-56;MICROEMPRESA;18/02/1987;Em Operação;Restaurante, Cafeteria, Bar e Similares;79200-000;MS;Aquidauana; - ;Sem Logradouro; - ;(67)3241-2654;panificadoraviana@hotmail.com;panificadoraviana@hotmail.com; - ;09/06/2017 10:53:06;02.021.715/0001-56;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Espanhol | Inglês; - 
FIDENCIO JOSE CAVALLI;CHURRASCARIA CONCORDIA;02.025.353/0001-71;MICROEMPRESA;31/07/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;78260-000;MT;Araputanga; - ;Sem Logradouro; - ;(65)3261-1787;churrascariaconcordia@hotmail.com;churrascariaconcordia@hotmail.com; - ;24/03/2017 16:49:54;02.025.353/0001-71;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
SAN FRANCISCO COMERCIO DE ALIMENTOS LTDA - ME;AÇAI MAIS SABOR AÇAITERIA SORVETERIA E LANCHONETE;02.062.022/0001-01;MICROEMPRESA;22/08/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;72130-015;DF;Brasília;Taguatinga Norte (Taguatinga);CNG 1; - ;(61)3963-3893;acfcielo@yahoo.com.br;acfcielo@yahoo.com.br; - ;11/10/2016 15:00:37;02.062.022/0001-01;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Sociedade Empresária Limitada; - ; - 
POUSADA TRUTA RODRIVARIS LTDA;FRUTI NEVE;02.085.937/0001-32;MICROEMPRESA;01/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;95290-000;RS;Bom Jesus; - ;BR 285   KM 63,5;Pousada/Restaurante;(54)3237-1647;pousada@trutarodrivaris.com.br;pousada@trutarodrivaris.com.br;http://www.trutarodrivaris.com.br/;11/06/2018 15:55:33;02.085.937/0001-32;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada;| Português; - 
APARECIDA REGINA CASSAROTTI - EIRELI;COMIDA CASEIRA;02.102.125/0001-58;DEMAIS;05/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;86300-000;PR;Cornélio Procópio; - ;Sem Logradouro; - ;(43)3132-2477;acomidacaseira2015@gmail.com;acomidacaseira2015@gmail.com;http://www.acomidacaseira.com.br/;20/04/2017 10:47:00;02.102.125/0001-58;5611-2/01 - RESTAURANTES E SIMILARES; - ;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
ROVERI E NEVES LTDA;ZUCARELLA CONFEITARIA;02.131.488/0001-11;MICROEMPRESA;22/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;75690-000;GO;Caldas Novas; - ;Sem Logradouro; - ;(64)3455-3500;adriana@zucarella.com;adriana@zucarella.com;www.anatolehotel.com.br;03/10/2017 10:41:40;02.131.488/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Cafeteria;Sociedade Empresária Limitada; - ; - 
F F AZZI PARANHOS COMERCIAL EIRELI;VICTORIA EVENTOS;02.134.947/0001-10;MICROEMPRESA;23/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;76803-796;RO;Porto Velho;São João Bosco;Antônio Serpa do Amaral; - ;(69)3221-7218;victoriaeventos2016@gmail.com;victoriaeventos2016@gmail.com; - ;25/01/2018 14:10:28;02.134.947/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES; - ;Similar;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária); - ; - 
CHOPERIA E RESTAURANTE ROLLA CHOPP LTDA;ROLLA PRIME;02.135.596/0001-62;MICROEMPRESA;18/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;98801-640;RS;Santo Ângelo;Centro;Marquês do Herval;1144;(55)3312-6665;sangermanno@hotmail.com;sangermanno@hotmail.com;https://www.facebook.com/Rolla-Prime-302428643190859/;12/04/2018 15:58:12;02.135.596/0001-62;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
NILSA GONCALO DOS SANTOS;NILSA GONCALO DOS SANTOS - ME ;02.175.329/0001-19;MICROEMPRESA;06/10/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;11680-000;SP;Ubatuba; - ;Sem Logradouro; - ;(12)3836-9333;senhoritanill@hotmail.com;senhoritanill@hotmail.com; - ;21/06/2017 13:50:28;02.175.329/0001-19;5611-2/01 - RESTAURANTES E SIMILARES; - ;Bar;Empresário (Individual); - ; - 
J C V BIANCHI PIZZARIA E CHOPERIA;J C V BIANCHI PIZZARIA E CHOPERIA - EPP;02.213.565/0001-82;EMPRESA DE PEQUENO PORTE;06/11/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;11680-000;SP;Ubatuba; - ;Sem Logradouro; - ;(12)3832-1354;PEREQUIM@TERRA.COM.BR;PEREQUIM@TERRA.COM.BR; - ;02/10/2017 14:55:21;02.213.565/0001-82;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Empresário (Individual); - ; - 
DERVAL CARVALHO PEREIRA;RESTAURANTE MODELO;02.221.394/0001-33;MICROEMPRESA;01/09/1997;Em Operação;Restaurante, Cafeteria, Bar e Similares;73970-000;GO;Mambaí; - ;Sem Logradouro; - ;(62)9623-5977;restaurantemodelo@outlok.com;restaurantemodelo@outlok.com; - ;24/08/2016 17:06:13;02.221.394/0001-33;5611-2/01 - RESTAURANTES E SIMILARES; - ; - ;Empresário Individual; - ; - 
ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;RESTAURANTE NABUCO;02.223.966/0036-43;DEMAIS;03/10/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;51111-000;PE;Recife;Boa Viagem;Boa Viagem;- de 1382/1383 a 2173/2174;(81)2121-2626;controller.rdre@atlanticahotels.com.br;controller.rdre@atlanticahotels.com.br;www.atlanticahotels.com.br;16/03/2018 08:47:44;02.223.966/0036-43;5611-2/01 - RESTAURANTES E SIMILARES; - ;Restaurante;Sociedade Empresária Limitada; - ; - 
